foodDiffX,foodDiffY,left_collision,front_collision,right_collision,direction,action
0.0,32.0,7,17,26,4,4
0.0,30.0,7,16,26,4,4
0.0,28.0,7,15,26,4,4
0.0,26.0,7,14,26,4,4
0.0,24.0,7,13,26,4,4
0.0,22.0,7,12,26,4,4
0.0,20.0,7,11,26,4,4
0.0,18.0,7,10,26,4,4
0.0,16.0,7,9,26,4,4
0.0,14.0,7,8,26,4,4
0.0,12.0,7,7,26,4,4
0.0,10.0,7,6,26,4,4
0.0,8.0,7,5,26,4,4
0.0,6.0,7,4,26,4,4
0.0,4.0,7,3,26,4,4
0.0,2.0,7,2,26,4,4
-44.0,-34.0,7,1,26,4,2
-42.0,-34.0,1,25,24,2,2
-40.0,-34.0,1,24,24,2,2
-38.0,-34.0,1,23,24,2,2
-36.0,-34.0,1,22,24,2,2
-34.0,-34.0,1,21,24,2,2
-32.0,-34.0,1,20,24,2,2
-30.0,-34.0,1,19,24,2,2
-28.0,-34.0,1,18,24,2,2
-26.0,-34.0,1,17,24,2,2
-24.0,-34.0,1,16,24,2,2
-22.0,-34.0,1,15,24,2,2
-20.0,-34.0,1,14,24,2,2
-18.0,-34.0,1,13,24,2,2
-16.0,-34.0,1,12,24,2,2
-14.0,-34.0,1,11,24,2,2
-12.0,-34.0,1,10,24,2,2
-10.0,-34.0,1,9,24,2,2
-8.0,-34.0,1,8,24,2,2
-6.0,-34.0,1,7,24,2,2
-4.0,-34.0,1,6,24,2,2
-2.0,-34.0,1,5,24,2,2
0.0,-34.0,1,4,24,2,3
0.0,-32.0,4,23,29,3,3
0.0,-30.0,4,22,29,3,3
0.0,-28.0,4,21,29,3,3
0.0,-26.0,4,20,29,3,3
0.0,-24.0,4,19,29,3,3
0.0,-22.0,4,18,29,3,3
0.0,-20.0,4,17,29,3,3
0.0,-18.0,4,16,29,3,3
0.0,-16.0,4,15,29,3,3
0.0,-14.0,4,14,29,3,3
0.0,-12.0,4,13,29,3,3
0.0,-10.0,4,12,29,3,3
0.0,-8.0,4,11,29,3,3
0.0,-6.0,4,10,29,3,3
0.0,-4.0,4,9,29,3,3
0.0,-2.0,4,8,29,3,3
44.0,24.0,4,7,29,3,1
42.0,24.0,7,28,18,1,1
40.0,24.0,7,27,18,1,1
38.0,24.0,7,26,18,1,1
36.0,24.0,7,25,18,1,1
34.0,24.0,7,24,18,1,1
32.0,24.0,7,23,18,1,1
30.0,24.0,7,22,18,1,1
28.0,24.0,7,21,18,1,1
26.0,24.0,7,20,18,1,1
24.0,24.0,7,19,18,1,1
